name;year
robert gunnarsson;2012
robert harting;2012
robert harting;2016
robert heffernan;2012
robert heffernan;2016
robert hering;2016
robert kajuga;2012
robert kasza;2012
robert kubaczyk;2012
robert lathouwers;2012
robert lindstedt;2012
robert luecken;2016
robert manson;2012
robert manson;2016
robert mateusiak;2012
robert mateusiak;2016
robert meeuwsen;2016
robert micael gibson;2016
robert mike;2016
robert moore;2012
robert munn;2016
robert paez;2016
robert paez rodriguez;2012
robert renner;2016
robert rosengren;2012
robert scheidt;2012
robert scheidt;2016
robert skov;2016
robert sobera;2016
robert stanjek;2012
robert timothy david smith;2016
robert tvorogal;2016
robert urbanek;2012
robert urbanek;2016
robert van der horst;2012
robert van der horst;2016
robert white;2012
robert willis;2012
robert zbogar;2012
robert zbogar;2016
roberta bianconi;2012
roberta bianconi;2016
roberta vinci;2012
roberta vinci;2016
robertas javtokas;2016
roberti kobliashvili;2016
roberto acuna;2016
roberto bautista agut;2016
roberto cammarelle;2012
roberto janet;2012
roberto janet;2016
roberto lopez;2012
roberto maehler;2016
roberto meloni;2012
roberto pavoni;2012
roberto sawyers;2016
roberto schmits;2016
roberto skyers;2012
roberto skyers;2016
roberts daniel;2020
roberts ellen;2020
roberts hannah;2020
roberts jaime;2020
roberts jamina;2020
roberts samantha;2020
roberts wesley tikiariki;2020
robertson brook;2020
robertson david;2020
robertson michaela;2020
robertson sarah;2020
robertson zane;2020
robin backhaus;2012
robin cheong;2012
robin de kruijf;2016
robin erewa;2016
robin garnham;2012
robin haase;2012
robin haase;2016
robin jeffery;2012
robin middleton;2016
robin neumann;2016
robin pacek;2016
robin prendes;2012
robin prendes;2016
robin quaison;2016
robin ramaekers;2016
robin seidl;2016
robin vanderbemden;2016
robinson brett;2020
robinson kelsey;2020
roble stephanie;2020
robles alvaro;2020
robles carolina;2020
robles sarah elizabeth;2020
robson conceicao;2012
robson conceicao;2016
robu marin;2020
robyn de groot;2012
robyn krista gayle;2012
robyn moodaly;2012
robyn moodaly;2016
robyn nicholls;2012
robyn selby smith;2012
robyn van nus;2012
roc oliva;2012
roc oliva;2016
rocco van rooyen;2016
rocek aisha;2020
rocha salome;2020
roche mark;2020
roche nicolas;2020
rocio campigli;2016
rocio comba;2012
rocio comba;2016
rocio gutierrez;2016
rocio sanchez;2016
rocio sanchez moccia;2012
rocio ybarra;2016
roco karen;2020
rodallegas carvajal brayan santiago;2020
rodas ochoa manuel oseas;2020
rodda nicholas;2020
roddar julia;2020
roderick chisholm;2012
roderick genki dean;2012
roderick weusthof;2012
rodini valentina;2020
roditi matan;2020
rodman teltull;2012
rodman teltull;2016
rodney brendon;2020
rodney govinden;2016
rodney meleni;2020
rodolfo cazaubon;2016
rodolfo collazo tourn;2012
rodolfo lombardo ontiveros gomez;2016
rodolfo pizarro;2016
rodrick kuku;2016
rodrigo caio;2016
rodrigo carrasco;2012
rodrigo diaz;2012
rodrigo diego;2016
rodrigo dourado;2016
rodrigo etchart;2016
rodrigo faustino;2016
rodrigo germade;2016
rodrigo gonzalez;2016
rodrigo moreno matcdo;2012
rodrigo pacheco carrillo;2012
rodrigo pessoa;2012
rodrigo quiroga;2012
rodrigo santana;2012
rodrigo steimbach;2016
rodrigo vila;2012
rodrigues aline;2020
rodrigues belo ana paula;2020
rodrigues eduardo;2020
rodrigues fernanda;2020
rodrigues gustavo;2020
rodrigues irina;2020
rodriguez carlos;2020
rodriguez cesar augusto;2020
rodriguez deborah;2020
rodriguez edwin;2020
rodriguez elina maria;2020
rodriguez elvismar;2020
rodriguez gabriela;2020
rodriguez garcia-paz nicolas;2020
rodriguez gonzalez emerson alexand.;2020
rodriguez isaac;2020
rodriguez julio;2020
rodriguez leonor;2020
rodriguez lucia;2020
rodriguez mitjan marina de la cari.;2020
rodriguez peguero katherine;2020
rodriguez perez joel;2020
rodriguez rodriguez almudena maria;2020
rodriguez rosa andreina;2020
rodriguez sergio;2020
rodriguez villanueva byanca melissa;2020
rodriguez yorgelis;2020
roe martin;2020
roebuck ellie;2020
roel braas;2012
roel braas;2016
roeland lievens;2012
roell boudewijn;2020
roenningen marie;2020
roeoesli roman;2020
rogava tsotne;2020
rogen ladon;2016
roger beresford hudson;2016
roger daniel;2012
roger espinoza;2012
roger federer;2012
roger hudson;2012
roger kluge;2012
roger kluge;2016
roger rinderknecht;2012
roger tahull compte;2016
roger yves bost;2016
rogerio dutra silva;2016
rogers camryn;2020
rogers emily;2020
rogers jason;2020
rogers martha ann;2020
rogers raevyn;2020
roggensack olaf;2020
rogier blink;2012
rogier hofman;2012
rogier hofman;2016
roglic primoz;2020
rogora laura;2020
rohan bopanna;2012
rohan bopanna;2016
rohan dennis;2012
rohan dennis;2016
rohan lukas;2020
rohde leon;2020
rohidas amit;2020
rohollah asgari;2012
rohullah nikpai;2012
roilya ranaivosoa;2016
rojas brenda;2020
rojas concha marcos antonio;2020
rojas da silva artur bruno;2020
rojas yulimar;2020
rojer jean-julien;2020
rok draksic;2012
rok draksic;2016
rok stipcevic;2016
rokas milevicius;2012
roko ukic;2016
rol frederique;2020
roland kokeny;2012
roland mikler;2012
roland schlosser;2012
roland schoeman;2012
roland varga;2012
rolandas mascinskas;2012
rolando palacios;2016
rolando saquipay;2016
rolands strobinders;2016
rolf-goran bengtsson;2012
rolf-goran bengtsson;2016
rolfo fridolina;2020
roline repelaer van driel;2012
rolston emma;2020
romain bardet;2016
romain blary;2016
romain buffet;2012
romain duguet;2016
romain girouille;2012
romain mesnil;2012
romain sassot;2012
roman aida;2020
roman anoshkin;2016
roman bondaruk;2016
roman fosti;2016
roman lisa;2020
roman moustopoulos;2016
roman prodius;2016
roman roeoesli;2016
roman valiyev;2016
roman vlasov;2016
romana carlos;2020
romana malacova;2016
romanchuk mykhailo;2020
romani darlan;2020
romano battisti;2016
romario leitao;2016
romasenko olesia;2020
romashina svetlana;2020
romeike louise;2020
romela begaj;2012
romell quioto;2012
romell quioto;2016
romero natalia;2020
romero sydney;2020
romero torres rogelio;2020
romero yeykell eliuth;2020
romeu argemi josep;2020
romeu jucielen;2020
romina laurito;2012
rommel pacheco;2016
rommelmann jonathan;2020
romn avramenko;2012
romn bondaruk;2012
romn buerki;2012
romn gontiuk;2012
romn kreuziger;2012
romn kulesza;2012
romn novotny;2012
romn prodius;2012
romn sebrle;2012
romn sludnov;2012
romn valiyev;2012
romn vlasov;2012
romna labounkova;2012
romna zupan;2012
romno battisti;2012
romo luis;2020
romuald hausser;2012
romuald hausser;2016
romuald ntsitsigui;2012
romulo borges monteiro;2012
romy kasper;2016
romy tarangul;2012
ron atias;2016
ron darmon;2016
ronal quispe;2016
ronald bennett;2012
ronald forbes;2012
ronald forbes;2016
ronald juliao;2012
ronald kwemoi;2016
ronald musagala;2016
ronald pognon;2012
ronald rauhe;2012
ronald rauhe;2016
ronald serugo;2016
ronald zabala-goetschel;2012
ronaldas racinskas;2016
ronan gormley;2016
roncatto gabrielle;2020
rondel sorrillo;2012
rondel sorrillo;2016
rondell bartholomew;2012
rong ningning;2020
rong shang;2016
rong zhao;2016
roniel iglesias;2016
roniel iglesias sotolongo;2012
ronilson oliveira;2012
ronja schuette;2012
ronja sturm;2016
ronnie ash;2016
rook james;2020
rooney natalie;2020
roope kakko;2016
roord jill;2020
roos fanny;2020
roos laurence;2020
rooskrantz caitlin;2020
roper christine;2020
roper miryam;2020
roper phillip;2020
roqica ana;2020
rory david warlow;2012
rosa chacha;2012
rosa chacha;2016
rosa figueiredo nathasha;2020
rosa godoy;2016
rosa keleku lukusa;2016
rosa pamela;2020
rosa pena rocamontes;2012
rosa rodriguez;2012
rosa rodriguez;2016
rosa tenorio silva;2012
rosa vitoria cristina;2020
rosado pamela;2020
rosafio danilo;2020
rosalba forciniti;2012
rosana dos santos augusto;2012
rosane dos reis santos;2016
rosane sibele budag;2016
rosangela santos;2012
rosangela santos;2016
rosannagh maclennan;2012
rosannagh maclennan;2016
rosaria aiello;2016
rosaria console;2012
rosario la mastra;2012
rosario luchetti;2012
rosas daniella;2020
rose alex;2020
rose anderson;2012
rose chelimo;2016
rose cossar;2012
rose deanne;2020
rose mary almanza;2012
rose mary almanza;2016
rose nathike lokonyen;2016
rose shane;2020
rose stackpole;2016
rose thomas;2016
rose woo;2016
rosefelo siosi;2016
roseli feitosa;2012
roseline filion;2012
roseline filion;2016
rosemarie whyte;2012
rosemary quispe;2016
roser tarrago aymerich;2012
roser tarrago aymerich;2016
rosibel garcia;2012
rosie morris;2012
rosie white;2012
rosie white;2016
rosillo kindelan gabriel alejandro;2020
rosine siewe yamaleu;2012
rosko specman;2016
rosolska alicja;2020
ross april;2020
ross beth;2020
ross davenport;2012
ross hutchins;2012
ross james;2012
ross millington;2016
ross murdoch;2016
ross murray;2012
ross nick;2020
ross nicole;2020
ross randolph;2020
ross smith;2012
rossella fiamingo;2012
rossella fiamingo;2016
rossella gregorio;2016
rosset matthieu;2020
rossetti gabriele;2020
rossi enrico;2020
rossi jessica;2020
rossi lucas;2020
rossi lucas rafael;2020
rossiter jack;2020
rossiter matthew;2020
rosso ramon;2020
rostamiyan haniyeh;2020
rostampour michael;2020
rostyslav pevtsov;2016
rosvitha okou;2012
rotaru-kottmann alina;2020
rothbauer christopher;2020
rotich ferguson cheruiyot;2020
rotter focken aline;2020
roukaya moussa mahamane;2016
rousseau cassiel;2020
rova cheyenne;2020
rovshan bayramov;2012
rovshan bayramov;2016
rowden daniel;2020
rowe georgina;2020
rowe shawn;2020
rowie webster;2012
rowie webster;2016
rowland helena;2020
rowles kye;2020
roxana cogianu;2012
roxana cogianu;2016
roxana daniela cocos;2012
roxana elisabeta birca;2012
roxana gomez;2016
roxanne barker;2012
roxanne barker;2016
roxroy cato;2012
roxroy cato;2016
roy burch;2012
roy krishna;2016
roy meyer;2016
roy schmidt;2016
royle aaron;2020
rozaliya nasretdinova;2016
rozenberg oskar;2020
rozle prezelj;2012
rozmys michal;2020
rozner antoine;2020
rual lucas;2020
ruan hongting;2020
ruano oliva adriana;2020
ruaridh mcconnochie;2016
ruben aleksanyan;2016
ruben knab;2012
ruben limardo gascon;2012
ruben limardo gascon;2016
ruben lopez;2012
ruben oscar voisard rezola;2012
ruben sanca;2012
ruben scheire;2016
ruben voisard rezola;2016
rubens donizete valeriano;2016
rubens valeriano;2012
rubie-renshaw anneliese;2020
rubie joy gabriel;2012
rubio camargo jose luis;2020
rubio ricky;2020
rublev andrey;2020
rubtsov aleksey;2020
ruby harrold;2016
ruby tew;2016
ruby tui;2016
ruck taylor;2020
ruda franco;2016
ruday mikhail;2020
ruddy zang milama;2012
ruddy zang milama;2016
rudi lausarot;2012
rudi van houts;2012
rudi van houts;2016
rudiger lars;2020
rudkin james;2020
rudo neshamba;2016
rudolf dombi;2012
rudolf knijnenburg;2016
rudolph williams;2012
rudy fernandez;2012
rudy fernandez;2016
rudy gobert;2016
rudy verhoeff;2016
rudy winkler;2016
rudyk mateusz;2020
ruedi wild;2012
ruesom oqbe kibrom;2020
rufat huseynov;2016
ruggero pertile;2012
ruggero pertile;2016
ruggero tita;2016
ruhr jan christopher;2020
rui alberto faria costa;2012
rui alberto faria da costa;2016
rui braganca;2016
rui machida;2016
rui pedro silva;2012
rui pedro silva;2016
rui xu;2016
rui zhang;2016
ruiu davide;2020
ruixue jing;2012
ruiz bravo paula;2020
ruiz castillo maria de los angeles;2020
ruiz elena;2020
ruiz i velasco marcos;2020
ruiz jorge;2020
ruiz torruella vicenc;2020
rule remedy;2020
rulli giulia;2020
rumac josip;2020
rumbenieks arnis;2020
rumbutis david;2020
rumen dimitrov;2016
runa imai;2016
rune hermans;2016
ruolin chen;2012
ruolin chen;2016
ruoqi hui;2012
ruoqi hui;2016
ruoste henri;2020
rupert iliana;2020
rupinder pal singh;2016
rupnik luka;2020
rupp galen;2020
rushana nurjavova;2016
rusheen mcdonald;2012
rusheen mcdonald;2016
rusher alison;2020
rushlee buchanan;2012
rushlee buchanan;2016
rushmi chakarvarthi;2012
rushwal samaai;2016
rusila nagasau;2016
ruslan albegov;2012
ruslan dmytrenko;2012
ruslan dmytrenko;2016
ruslan ismailov;2012
ruslan kudayev;2012
ruslan kurbanov;2016
ruslan lunev;2016
ruslan makarov;2012
ruslan nurudinov;2012
ruslan nurudinov;2016
ruslan tsarev;2016
ruslan zhaparov;2016
ruslana tsykhotska;2016
ruslans nakonechnyi;2016
ruslans sorokins;2012
rusmeris villar barbosa;2012
russell alonzo;2020
russell ford;2012
russell holmes;2012
russell janieve;2020
russell kane;2020
russell mark;2012
russell michelle;2020
russell westbrook;2012
russo fernanda;2020
russo francesca;2020
rustam assakalov;2016
rustam djangabaev;2016
rustam iskandari;2012
rustam orujov;2012
rustam orujov;2016
rustam totrov;2012
rustam tulaganov;2016
rustam ukumanov;2012
rustim sabirkhouzine;2012
rusu magdalena;2020
ruta meilutyte;2012
ruta meilutyte;2016
ruta pietro;2020
rutendo joan nyahora;2016
rutendo makore;2016
rutger smith;2012
rutger van schaardenburg;2012
rutger van schaardenburg;2016
ruth beitia;2012
ruth beitia;2016
ruth gbagbi;2012
ruth jebet;2016
ruth marie christelle gbagbi;2016
ruth sophia spelmeyer;2016
ruth winder;2016
rutty raegan;2020
ruvalcaba jonathan;2020
ruvimbo mutyavaviri;2016
ruy fonseca;2012
ruy fonseca;2016
ruyin tan;2016
ruzmetov dilshod;2020
ryabets nadezhda;2020
ryad keniche;2016
ryan alston;2020
ryan archibald;2012
ryan archibald;2016
ryan bailey;2012
ryan bailie;2016
ryan bennett;2012
ryan bertrand;2012
ryan brathwaite;2012
ryan broekhoff;2016
ryan carlyle;2016
ryan cochrane;2012
ryan cochrane;2016
ryan crouser;2016
ryan fintan;2020
ryan fisher;2016
ryan fox;2016
ryan giggs;2012
ryan gregson;2012
ryan gregson;2016
ryan hall;2012
ryan harrison;2012
ryan held;2016
ryan jaime;2020
ryan joe;2020
ryan kelleigh;2020
ryan kendall;2020
ryan lochte;2012
ryan lochte;2016
ryan megan;2020
ryan murphy;2016
ryan napoleon;2012
ryan nelsen;2012
ryan patterson;2016
ryan pini;2016
ryan ryder;2020
ryan seaton;2012
ryan seaton;2016
ryan shane;2020
ryan sissons;2012
ryan sissons;2016
ryan taylor;2016
ryan tyack;2016
ryan whiting;2012
ryan will;2020
rybak-andersen clara;2020
rybakina elena;2020
rybakova anastasiya;2020
rybanska natasa;2020
rybicki kamil;2020
ryde jessica;2020
ryder hesjedal;2012
rylov evgeny;2020
rynardt van rensburg;2016
ryo miyake;2012
ryo tateishi;2012
ryo yamamoto;2012
ryohei arai;2016
ryohei kato;2012
ryohei kato;2016
ryohei yamazaki;2012
ryoko kizaki;2012
ryoko oie;2012
ryosuke irie;2012
ryosuke irie;2016
ryota murata;2012
ryota ohshima;2016
ryota yamagata;2012
ryota yamagata;2016
rypakova olga;2020
rytis sakalauskas;2012
ryu eun hee;2020
ryu hansu;2020
ryu sunghyun;2020
ryunosuke haga;2016
ryunosuke harada;2012
ryutaro matsumoto;2012
ryuzo kitajima;2016
ryzhykova anna;2020
rzezniczak mateusz;2020
s.s.p. chawrasia;2016
sa-nee kim;2012
sa rang kim;2016
saad luaibi;2016
saad surour alyassi;2012
saadaoui mohamed;2020
saadeldin saad;2012
saafan nihal;2020
saaid hassan;2020
saatkamp lucas;2020
sabah shariati;2016
sabalenka aryna;2020
sabbatini gaia;2020
sabbatini rory;2020
sabina asenjo;2016
sabina ashirbayeva;2016
sabina jacobsen;2016
sabina mikina;2012
sabina mikina;2016
sabina veit;2016
sabine hazboun;2012
sabine krantz;2012
sabine kusterer;2016
sabine lisicki;2012
sabine spitz;2012
sabine spitz;2016
sable avinash mukund;2020
sablone alexis;2020
sabri nur dhabitah;2020
sabrina ameghino;2016
sabrina crognale;2012
sabrina d angelo;2016
sabrina delannoy;2016
sabrina filzmoser;2012
sabrina filzmoser;2016
sabrina hering;2016
sabrina jaquet;2012
sabrina jaquet;2016
sabrina mockenhaupt;2012
sabrina viguier;2012
sabw colley;2012
sacha denanyoh;2012
sacha modolo;2012
sacha valleau;2016
sachi mochida;2016
sachimi iwao;2012
sacoor jonathan;2020
sadegh saeed goudarzi;2012
sadeghian armina;2020
sadiki abdelatif;2020
sadiku donjeta;2020
sadini btissam;2020
sadio mane;2012
sadiq umar;2016
sado kazuki;2020
sadulaev abdulrashid;2020
sadullayeva safina;2020
sae miyakawa;2016
saeed almaktoum;2012
saeed almaktoum;2016
saeed alzahmi zahmi;2012
saehyuk joo;2012
saehyuk joo;2016
saeid mohammadpourkarkaragh;2012
saeid mollaei;2016
saeid morad abdvali;2012
saeid morad abdvali;2016
saeveraas kristian;2020
saez camila;2020
saez vera olfides;2020
safa saidani;2016
safaa al-jumaili;2012
safaroliyev sobirjon;2020
safarov orkhan;2020
safarzadeh saeid;2020
safia boukhima;2012
safin timur;2020
safiullin zakir;2020
safo-antwi sean;2020
safoeva sevara;2020
safouane attaf;2012
safronova olga;2020
safwan khalil;2012
safwan khalil;2016
safwat mohamed;2020
sagan juraj;2020
sage watson;2016
